Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
634,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Hallo Zusammen

Schön, dass Du Dich für unseren Einsatz interessierst. 
Wir sind immer auf der Suche nach dynamischen Mitarbeitenden, welche uns bei unseren Veranstaltungen tatkräftig und mit viel Leidenschaft unterstützen.

Spezifischer Einsatz:
- Getränke- und Speiseservice
- Gästebetreuung 
 - Allgemeine Aufräumarbeiten

Anforderungen: 
Die wunderbare Welt der Gastronomie sollte Dir nicht unbekannt sein und Höflichkeit Deine zweite Muttersprache. Zudem legen wir viel Wert auf eine aufrechte Körperhaltung, ein gepflegtes Auftreten und persönliche Hygiene. Dazu gehören ein ordentlicher Haarschnitt, lange Haare werden zusammengebunden, dezentes Make up und Parfum, eine saubere Rasur, gepflegte und saubere Fingernägel sowie unauffälliger Schmuck (kein Muss ;)).

Das Einsatzende kann etwas variieren. Wir erwarten von den Mitarbeitenden deswegen eine gewisse Flexibilität was das anbetrifft. Ich bitte dich mind. 10 Minuten vor Schichtbeginn am Einsatzort zu sein.

Wir freuen uns auf Dich, also schnell bewerben! ツ",Gastronomie / Hotel,St. Gallen,9015,165.38,24.5,28 Nov 2023,1
635,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","""Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bearbeiten von Kundenbestellungen und –reklamationen
Durführung von Degustationen
Kontrolle der Wareneingänge, Produkte und Daten
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im Bereich (Sommelier od. ähnlich)
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die oben abgebildeten Einsatztage- und Zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden laufend ca. 1-3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 08:00-20.00 Uhr inkl. Samstags- und Sonntags statt. 

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,6375.6,27.6,29 Nov 2023,33
636,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","""Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bearbeiten von Kundenbestellungen und –reklamationen
Durführung von Degustationen
Kontrolle der Wareneingänge, Produkte und Daten
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im Bereich (Sommelier od. ähnlich)
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die oben abgebildeten Einsatztage- und zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden laufend ca. 1-3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 10:00-20.30 Uhr inkl. Samstags- und Sonntags statt.

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,6375.6,27.6,29 Nov 2023,33
637,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","""Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die oben abgebildeten Einsatztage- und Zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden laufend ca. 1-3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 08:30-20.00 Uhr inkl. Samstags- und Sonntags statt.

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,2125.2,27.6,29 Nov 2023,11
638,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Aufgaben: 
- Produktion der Speisen
- Unterstützung des Küchenteams
- Arbeiten vor den Gästen am Stand
- allgemeine Reinigungsarbeiten

Profil:
- Küchenerfahrung in der gehobenen Gastronomie
- Verantwortungsbewusst und selbstständig
- Motiviert, aufgestellt und flexibel

Informationen:
- perfekte ÖV-Anbindungen bis Bahnhof Stettbach von Zürich Hauptbahnhof in 7min (S3, S9, S12)
- KEINE Parkmöglichkeiten 
- Für die Verpflegung werden dir 7.-pro Tag bei Bedarf abgezogen

Pausen- sowie Arbeitszeiten können je nach Gästeanzahl variieren",Gastronomie / Hotel,Dübendorf,8600,184.0,32.0,29 Nov 2023,1
639,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Kochen,Gastronomie / Hotel,Niederglatt ZH,8172,13685.0,35.0,29 Nov 2023,46
640,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","VEG and the City betreibt am neuen Weihnachtsmarkt an der Europaallee Zürich eine Verkaufshütte. Wir vertreiben herzige Geschenke für Stadt-Gärtner:innen, sowie Adventskränze und Trockenblumen.

Die Hütte ist ums Eck zu unserem Laden an der Europaallee.

Wir suchen eine Person, welche gerne verkauft, im besten Fall selbst Pflanzenliebhaber:in ist und den Kund:innen die Philosophie von VEG and the City näher bringen kann. Du weist proaktiv auf unser Ladengeschäft ums Eck hin. Du kannst ein EC-Gerät / Sum-Up Gerät bedienen und hast im besten Fall schon mal mit einem Kassensystem gearbeitet.

Im Idealfall kannst du mehrere der Schichten abdecken.

Die Schichten am 23.12.2023 sind für den Abbau des Marktstandes. Die Aufgaben sind: Ware verpacken, Mobiliar in unser Lager (ums Eck) bringen, Nägel entfernen, Hütte säubern.",Detailhandel / Logistik,Zürich,8004,732.25,29.0,29 Nov 2023,6
643,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Für die SWISS Business Class Lounge im Terminal A am Flughafen suchen wir eine/n engagierte/n Servicefachmitarbeiter/in zur Unterstützung der Buffetpflege sowie Abräumen der Tische.
ZWINGEND AUSWEISDOKUMENT ZUM EINSATZ MITBRINGEN.

Bei Anfahrt mit dem Auto kann nach erfolgter Anstellung eine Parkkarte bei Coople (mailto: [link hidden]) beantragt werden. Die aufladbare Parkkarte ist anschliessend nach 2 Arbeitstagen (Mo-Fr) auf dem Ausweisbüro des Flughafen Zürichs abholbereit.


Uniform:
Schwarze klassische Arbeitsschuhe, Schwarzes langärmeliges Shirt ( ohne aufdrucke )und schwarze Bundfaltenhosen durch den Arbeitnehmer mitzubringen.
Keine sichtbaren Tattoos und Piercing",Gastronomie / Hotel,Zürich,8060,288.96,24.08,29 Nov 2023,2
644,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Hallo Zusammen

Schön, dass Du Dich für unseren Einsatz interessierst. 
Wir sind immer auf der Suche nach dynamischen Mitarbeitenden, welche uns bei unseren Veranstaltungen tatkräftig und mit viel Leidenschaft unterstützen.

Spezifischer Einsatz:
- Getränke- und Speiseservice 
- Gästebetreuung 
 - Allgemeine Aufräumarbeiten 

Anforderungen: 
Die wunderbare Welt der Gastronomie sollte Dir nicht unbekannt sein und Höflichkeit Deine zweite Muttersprache. Zudem legen wir viel Wert auf eine aufrechte Körperhaltung, ein gepflegtes Auftreten und persönliche Hygiene. Dazu gehören ein ordentlicher Haarschnitt, lange Haare werden zusammengebunden, dezentes Make up und Parfum, eine saubere Rasur, gepflegte und saubere Fingernägel sowie unauffälliger Schmuck (kein Muss ;)).

Das Einsatzende kann etwas variieren. Wir erwarten von den Mitarbeitenden deswegen eine gewisse Flexibilität was das anbetrifft. Ich bitte dich mind. 10 Minuten vor Schichtbeginn am Einsatzort zu sein.

Wir freuen uns auf Dich, also schnell bewerben! ツ",Gastronomie / Hotel,Frauenfeld,8500,590.0,29.5,29 Nov 2023,5
646,Kassenmitarbeiter/in,,,"Vom 30. November bis am 2. Dezember 2023 wird das Zugerland nach der Umbauphase wiedereröffnet. Aus diesem Grund verteilt der Do it + Garden der Migros Luzern allen Besucherinnen und Besuchern eine kleine Überraschung.
Dazu suchen wir täglich 4 Personen, die sich mit dem Format Do it + Garden identifizieren können, Menschen gerne eine Freude bereiten und auch in hektischen Situationen einen ruhigen und freundlichen Kopf behalten. Natürlich werdet ihr von der Einsatzleitung gut vorbereitet und mit allen nötigen Informationen jeweils im Morgen-Briefing versorgt.

Zudem wären auch Halbtages Einsätze möglich.

Je nach Andrang kann es sein, dass wir nachmittags etwas früher fertig sind.",Gastronomie / Hotel,Steinhausen,6312,715.5,27.0,30 Nov 2023,3
647,Logistiker/in,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit (z.B. Be-/Entladen von Lastwagen, Einpacken und Rüsten von Sendungen). Handwerkliches Geschick von Vorteil.","Picken
Packen
weitere Aufgaben im Bereich Logistik",Promotion / Event,Dietlikon,8305,437.41,25.73,30 Nov 2023,2
648,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Wir suchen für unser 5* Hotel motivierte Servicemitarbeiter (Service Erfahrung von Vorteil), 
Ende des Einsatzes ist variabel +/- 1 Stunde (abhängig von der Veranstaltung) Jedoch muss damit gerechnet werden, dass Einsätze effektiv bis zur genannten Endzeit dauern und nicht früher zu Ende sind. Erscheinungsbild zwingend beachten in der Kleiderordnung (Gepflegtes Erscheinungsbild ist obligatorisch)!
Die Arbeitszeit (deine gebuchte Startzeit) beginnt dann, wenn du umgezogen an deinem Einsatzort bist und deine Arbeit aufnimmst.
Aufgaben:
Getränke-, Essen-, Flying Food-, Weinservice
Auf-&Abbau tech. Equipment
Vorbereitung der Räume",Gastronomie / Hotel,Zürich,8002,315.0,30.0,30 Nov 2023,1
649,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotin- und tabakhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Boswil,5623,416.0,26.0,30 Nov 2023,4
650,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Liebe Mitarbeitenden

Wir suchen Unterstützung im Service für einen Event für IQOS.",Gastronomie / Hotel,Lausanne,1003,172.25,26.5,30 Nov 2023,1
652,Barmitarbeiter,,,Just a test private job,Gastronomie / Hotel,Some City,8083,67.9,27.16,30 Nov 2023,1
653,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Vor- und Nachbereitungsarbeiten sowie gemeinsamen Service für das perfekte Gästeerlebnis.

Die Kleider- und Groomingvorschriften sind zwingend einzuhalten. Sollte dies nicht der Fall sein, so kann der Einsatz nicht angetreten werden und eine Entlohnung entfällt.
 - Saubere und gepflegte schwarze Lederschuhe mit langen schwarzen Socken 
 - Dezentes Make-up und Dezenter Schmuck und keine sichtbaren Piercings
 - Saubere und kurze unlackierte Fingernägel
 - Gepflegte Haare, ab Schulterlänge zusammengebunden
 - Männer frisch rasiert 
 - Positive und offene Körpersprache

TREFFPUNKT: -3 bei der Warenannahme die sich auf der Rückseite des Hotels, neben dem Schotterparkplatz befindet. Treffpunkt an der Aufgangsrampe 10 Minuten vor Beginn des Einsatzes.

Falls du mit dem Auto anreist, dient ausschliesslich dein ausgedruckter Einsatzrapport als Parkschein hinter der Windschutzscheibe. Bitte zwingend auf dem Kiesparkplatz -3 neben der Warenannahme parken ! 
Die Parkplatzgebühren kosten 6 CHF und werden dir über die Spesen abgezogen.

Solltest du mit dem Schiff anreisen, bekommst du ausschliesslich mit deinem gültigen Einsatzrapport (digital oder ausgedruckt) die Fahrt von Luzern nach Kehrsiten Vergünstigt für 6 CHF zur Verfügung gestellt.

Die Bahn zum rauf kostet 6 CHF und wird dir über die Spesen angezogen.

!!Sollte kein Einsatzrapport vorhanden sein, können wir dies nicht berücksichtigen!!",Gastronomie / Hotel,Bürgenstock,6363,240.0,32.0,30 Nov 2023,1
654,Chef de Bar,,,"Für unsere Weihnachts Pop-Up Bar im BRIDGE suchen wir eine/n motivierte/n Chef de Bar als Ergänzung zu unserem jungen Team. Wir planen ein kleines aber besonderes Menü mit 6 Signature Cocktails, verschiedenen Gin Tonics und ein paar weitere Longdrinks. Die Bar wir jeweils ab ca. 21 Uhr einen Live-Dj haben. 

Du solltest motiviert sein und eine Leidenschaft für Mixologie und Erfahrung in der Zubereitung von hochwertigen Drinks haben. Wir suchen nach einem Teamplayer, der mit Begeisterung und Kreativität arbeitet und unseren Gästen ein unvergessliches Erlebnis bietet.

Wir freuen uns auf deine Bewerbung!",Gastronomie / Hotel,Zürich,8004,2784.0,32.0,30 Nov 2023,11
655,Barmitarbeiter,,,"Für unsere Weihnachts Pop-Up Bar im BRIDGE suchen motivierte Barkeeper als Ergänzung zu unserem jungen Team. Wir planen ein kleines aber besonderes Menü mit 6 Signature Cocktails, verschiedenen Gin Tonics und ein paar weitere Longdrinks. Die Bar wir jeweils ab ca. 21 Uhr einen Live-Dj haben. 

Du solltest motiviert sein und eine Leidenschaft für Mixologie und Erfahrung in der Zubereitung von hochwertigen Drinks haben. Wir suchen nach einem Teamplayer, der mit Begeisterung und Kreativität arbeitet und unseren Gästen ein unvergessliches Erlebnis bietet.

Wir freuen uns auf deine Bewerbung!",Gastronomie / Hotel,Zürich,8004,2282.0,28.0,30 Nov 2023,11
656,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Anlass 24.1.2023,Gastronomie / Hotel,Zürich,8001,136.0,34.0,30 Nov 2023,1
657,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Menü / Getränke/ Food / Apero

Keine sichtbaren Tattoos oder Piercings

Stoffhose Schwarz & Serviceschuhe Schwarz/Schwarzes Unterhemd

Bluse wird gestellt

Kellner Messer mitbringen bitte",Gastronomie / Hotel,Thun,3604,560.0,28.0,30 Nov 2023,3
658,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Du garantierst einen freundlichen und symphatischen Service für unsere Gäste und hast folgende Aufgaben:

Empfehlen und Beratung von Getränke und Speisen
Getränke und Speiseservice
Informieren über das aktuelle Tagesangebot
Allgemeine Reinigungsarbeiten im Restaurant",Gastronomie / Hotel,Arbon,9320,535.5,25.5,30 Nov 2023,4
659,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Sie unterstützen das Service-Team in einem gepflegten, gutbürgerlichen beim À la Carte Service und Banketteservice.

Sie bringen eine abgeschlossene Ausbildung als Restaurationsfachfrau-/mann EFZ oder mehrjährige Erfahrung in gleicher Funktion. Ausserdem sprechen sie fliessend Deutsch, sind zuvorkommend und freundlich. Wir erwarten ein gepflegtes Erscheinungsbild.",Gastronomie / Hotel,Winkel,8185,272.0,34.0,30 Nov 2023,2
660,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Sie suchen nach einer flexiblen Aushilfsstelle in der Gastronomie? Das bietet genau das! Wir suchen motivierte und engagierte Aushilfen für unseren Abendservice.

Hauptaufgaben:
- Servieren von Getränken und Speisen
- Empfangen und Betreuen von Gästen
- Aufnahme von Bestellungen
- Sauberhalten des Arbeitsbereichs

Sie sollten zuverlässig, teamfähig und serviceorientiert sein. Erfahrung in der Gastronomie ist von Vorteil, aber nicht zwingend erforderlich.",Gastronomie / Hotel,Zürich,8050,227.5,26.0,30 Nov 2023,2
661,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Möchten Sie Teil eines renommierten - und Eventunternehmens werden? Das AG - & sucht derzeit Bankett-Mitarbeiter für Veranstaltungen in Basel.

Unsere Bankett-Mitarbeiter sind für die professionelle Betreuung der Gäste bei Veranstaltungen verantwortlich. Zu den Aufgaben gehören das Servieren von Speisen und Getränken, das Aufbauen und Abbauen von Bankett-Veranstaltungen sowie die Sicherstellung eines reibungslosen Ablaufs.

Wir suchen nach engagierten und zuverlässigen Personen, die über Erfahrung im Bereich oder der Gastronomie verfügen. Kommunikations- und Teamfähigkeit sind ebenfalls wichtige Eigenschaften, da Sie eng mit Ihren Kollegen und den Gästen zusammenarbeiten werden.

Voraussetzungen:
- Erfahrung im oder der Gastronomie
- Freundliches Auftreten und ausgezeichnete Kommunikationsfähigkeiten
- Belastbarkeit und Flexibilität, um bei Abend- und Wochenendveranstaltungen arbeiten zu können
- Teamfähigkeit und Bereitschaft zur Zusammenarbeit mit einem vielfältigen Team

Als Teil des -Teams bieten wir Ihnen ein attraktives Gehalt, Weiterbildungsmöglichkeiten sowie die Chance, Teil von aufregenden und Veranstaltungen zu sein.

Wenn Sie eine Leidenschaft für Gastfreundschaft haben und gerne in einem dynamischen Umfeld arbeiten, dann bewerben Sie sich noch heute als Bankett-Mitarbeiter beim AG - & .",Gastronomie / Hotel,Basel,4052,140.0,28.0,30 Nov 2023,1
662,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Täglich bieten wir von frühmorgens bis abends eine grosse Auswahl an genussvollen, ausgewogenen sowie preisgünstigen Speisen und Getränken an. Mit täglich wechselnden und unterschiedlichsten Gerichten – von gut bürgerlich über vegetarisch oder vegan bis zu Spezialangeboten auf Grill-, Wok- oder Burger – begeistern wir unsere Gäste immer wieder aufs Neue. Dabei legen wir grossen Wert auf die frische Zubereitung vor Ort und unsere nachhaltigen Grundsätze über das gesamte Angebot.

Sie sind für die Zubereitung unserer kalten und warmen Speisen zuständig. Sie bedienen und beraten unsere Gäste direkt am Buffet und stellen jederzeit ein ansprechendes Speisenangebot gemäss unseren Rezepturen sicher. Die Einhaltung der vorgegebenen Qualitäts- und Hygienevorschriften sind für Sie selbstverständlich.

Anforderungen:
 • Konversationssichere Deutschkenntnisse
 • Gepflegtes Auftreten
 • Flexibilität - Mögliche Einsatztage sind von Montag bis Samstag

Option auf Festanstellung vorhanden.
Weitere Einsätze möglich.
Wir freuen uns auf Ihre Bewerbung!",Gastronomie / Hotel,Muri,5630,1200.0,32.0,1 Dec 2023,5
663,Reinigungsmitarbeiter/in,Ungelernt,"Arbeitskraft für Reinigungsarbeiten (z.B. Office, Raumpflege etc.).","Wir suchen dich! Einstieg als Temporärarbeiter mit Option auf Festanstellung bei «». COOPLE bietet:
• Anspruch auf Temptraining Weiterbildungs-Guthaben
• Monatlich Auswahl eines fleißigen Cooplers mit Geschenk und 50.- Gutschein.
• Teilnahme am ""We Are Coopler Wettbewerb"" mit bis zu 500.- Bargeldgewinn.
• Winter-/Sommer-Bonus-Kampagne: Gewinnchance bis CHF 1'000 bei mehr als 5 Schichten.
• Gratis Tagespass für Skigebiet ab 30 Arbeitsstunden, gratis Saisonabo ab 100 Stunden.
• Treuebonus bei Vollzeiteinsatz: 1. Monat - 100 CHF Gutschein, 3. Monat - 150 CHF Gutschein, 6. Monat - 250 CHF Gutschein.

Wir suchen dich als Mitarbeiter bei der . 
Die Einsatzzeiten sind FIKTIV und werden durch den Einsatzbetrieb zu einem späteren Zeitpunkt kommuniziert.

Wir behalten uns vor, Bewerber direkt abzulehnen die gemäss Profilbeschreibung nicht passen.
Bei Fragen, wende dich bitte direkt an coople und nicht an die .
Die Kommunikation über ausgeschriebene Jobs, geht ausschliesslich über coople.

arbeiten im 4 Schichtmodel - Früh, Tages, Nacht und Wochenenddienst.
Montag bis Sonntag
Pensum 80%
Du musst an allen Wochentagen und zu jeder Zeit arbeiten können
Mobilität muss vorhanden sein oder bis zu 30min Fuss / Veloweg vom Einsatzort

1.) Funktionsumschreibung
Führt sämtliche Reinigungsarbeiten im Zug inkl. Entsorgung, Auffüllen von Verbrauchsmaterial und Befüllen von Wassertanks aus. Die Arbeiten fallen im Gleisfeld (Aussenbereich), am Bahnhof oder in einer Unterhaltsanlage (Halle) an.

2.) Aufgabenschwerpunkte
-Abfallentsorgung in den Reisezugwagen.
-Komplettreinigung der Züge (inkl. WC- , Wassertankleerung und Graffitibeseitigung) im Gleisfeld, am Bahnhof oder in einer Unterhaltsanlage.
-Mithilfe bei der Ausübung von Grundreinigungsarbeiten.
-Durchführen der Einzelplatz- und Gruppenreservationen in den Zügen.

Anforderung:
- Kat. B Führerausweis (nicht zwingend)
- Physische Belastung
- Engagement
- Sicherheits- und Qualitätsanspruch",Gastronomie / Hotel,Schaffhausen,8200,70623.36,24.12,1 Dec 2023,366
664,"Verträger/in / Verteiler/in (Zeitungen, Flyer, Samples)",,,"An unseren zukünftigen Mitarbeiter:

Du arbeitest gerne selbständig und suchst eine Nebenbeschäftigung, mit der du in den Tag starten kannst? Dann sind die Einsätze bei als Frühzusteller*in genau das richtige für dich. Die Einsätze erfolgen von Montag bis Samstag zwischen 05.00 Uhr und 06.30 Uhr. Die Einsätze starten im Depot xx und enden mit dem letzten Briefkasten deiner Tour. Die Entschädigung für den jeweiligen Einsatz erfolgt auf einer Routenberechnung, somit handelt es sich um eine fixe Vergütung von CHF xx für diese Route bei einer realistischen und auf Erfahrungswerten basierenden Zeitannahme von xx Minuten. Das Gute daran, du kannst mit deiner Route auch schneller sein und die Entschädigung bleibt unverändert. Für dein eigenes Fahrzeug erhältst du aufgrund der Routenberechnung eine fixe Entschädigung von CHF xx. 

Wichtig, die Kunden erwarten ihre Zeitung pünktlich im Briefkasten, daher brauchen wir absoluten Verlass auf dich. Bist du ausserdem «wetterfest» und fit, dann sind die Einsätze genau das Richtige für dich!

Zusätzliche Informationen zu deinem Einsatz: 

Die Zeitungen liegen ab 05.00 Uhr für dich bereit. Du prüfst die korrekten Mengen und beladest dein Fahrzeug. Anschliessend bedienst du deine Kunden auf der Tour. Dabei hilft dir ein Tourenbuch mit den Adressen der Kunden, welches wir als App (EZB – Elektronisches Zustellbuch) bereitstellen.",Promotion / Event,Brienz,3855,1871.31,25.46,1 Dec 2023,49
