Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
703,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der 
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Kontrolle der Wareneingänge
Sicherstellung der Lagerordnung
Rayonpflege sowie der Bestände

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Luzern,6002,4811.94,25.46,1 Dec 2023,21
704,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft 
 Gastgeber : in für einzigartiges Einkaufserlebnis 
 Bedienung der Kasse 
 Bearbeiten von Kundenbestellungen , Reklamationen und Pluscard - Anträgen 
 Warenbewirtschaftung und – präsentation ( inkl . Promotionen )

 Profil :
 Verkaufserfahrung , im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Produkte 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage - und Zeiten in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 09 : 00 - 20 : 00 Uhr inkl . Samstag - und Sonntagseinsätze ).",Detailhandel / Logistik,Bern,3001,3267.74,27.46,1 Dec 2023,14
705,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Kontrolle der Wareneingängen, Produkten und Daten
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Kunden und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatzzeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Bern,3001,2851.52,25.46,1 Dec 2023,14
706,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,3670.8,27.6,1 Dec 2023,19
707,Verkaufsmitarbeiter/in / Detailhandel,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Verkaufsmitarbeiter/in, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit..","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).",Detailhandel / Logistik,Bern,3001,4113.15,32.26,1 Dec 2023,15
708,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bearbeiten von Kundenbestellungen und –reklamationen
Durführung von Degustationen
Kontrolle der Wareneingänge, Produkte und Daten
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Luzern,6002,819.3,27.31,1 Dec 2023,5
709,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Kontrolle der Wareneingänge
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Sicherstellung der Lagerordnung
Rayonpflege sowie der Bestände
Bearbeiten von Kundenbestellungen, Reservationen und Lieferantenretouren

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr Montag, Mittwoch, Donnerstag und Freitagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Bern,3001,2482.35,25.46,1 Dec 2023,13
710,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Kontrolle der Wareneingängen, Produkten und Daten
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Kunden und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatzzeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Bern,3001,3462.56,25.46,1 Dec 2023,17
711,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Sie suchen nach einer spannenden Gelegenheit, in einem Bergrestaurant zu arbeiten? Wir bei haben eine Teilzeitstelle für eine*n Servicefachangestellte*n in unserem Restaurant im Dezember zu besetzen.

Als Servicefachangestellte*r sind Sie verantwortlich für die Betreuung unserer Gäste und sorgen für einen reibungslosen Ablauf im Restaurant. Zu den Aufgaben gehören unter anderem:

- Freundliche und professionelle Bedienung der Gäste
- Aufnahme von Bestellungen und Servieren von Speisen und Getränken
- Einhaltung der Hygiene- und Sicherheitsstandards
- Sauberhalten des Arbeitsbereichs und der Tische
- Unterstützung bei der Vorbereitung von Veranstaltungen und Feiern

Wir suchen eine motivierte Person, die gerne im Team arbeitet, kommunikativ ist und ein hohes Maß an Kundenorientierung mitbringt. Erfahrung im Servicebereich ist von Vorteil, aber nicht zwingend erforderlich.

Wir bieten Ihnen eine abwechslungsreiche Tätigkeit in einer wunderschönen Bergregion, ein angenehmes Arbeitsumfeld und faire Arbeitsbedingungen. Bitte senden Sie uns Ihre Bewerbung zu, um Teil unseres Teams zu werden.",Gastronomie / Hotel,Wattwil,9630,4395.0,30.0,1 Dec 2023,21
712,Host/Hostess,,,In unserer Filiale in Wettingen feiert der Niederlassungleiter sein dreijähriges Jubiläum. Das Maskottchen geht vorbei und gratuliert ihm und bringt Frühstück für die gesamte Belegschaft.,Promotion / Event,Wettingen,5430,75.0,50.0,1 Dec 2023,1
713,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Egerkingen,4622,611.04,25.46,1 Dec 2023,3
714,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Köniz,3098,407.36,25.46,1 Dec 2023,2
715,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Bern,3011,407.36,25.46,1 Dec 2023,2
716,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Urtenen-Schönbühl,3321,407.36,25.46,1 Dec 2023,2
717,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Winterthur,8400,1222.08,25.46,1 Dec 2023,6
718,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,St. Gallen,9015,789.26,25.46,1 Dec 2023,4
719,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Sargans,7320,407.36,25.46,1 Dec 2023,2
720,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Langenthal,4900,814.72,25.46,1 Dec 2023,4
721,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft 
 Gastgeber : in für einzigartiges Einkaufserlebnis 
 Bearbeiten von Kundenbestellungen und – reklamationen 
 Durführung von Degustationen 
 Kontrolle der Wareneingänge , Produkte und Daten 
 Warenbewirtschaftung und – präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Verkaufserfahrung im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Lebensmittel 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die oben abgebildeten Einsatztage - und zeiten sind lediglich beispielhaft aufgeführt . Die effektiven Einsatztage und - zeiten werden laufend ca . 1 - 3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart . Die Einsätze finden grundsätzlich zwischen 10 : 00 - 20 . 30 Uhr inkl . Samstags - und Sonntags statt .

 Als Dankeschön für deine Leistung bei Globus hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Zürich,8001,4636.8,27.6,1 Dec 2023,28
722,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Volketswil,8604,814.72,25.46,1 Dec 2023,4
723,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Bern,3027,814.72,25.46,1 Dec 2023,4
724,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,St. Gallen,9008,407.36,25.46,1 Dec 2023,2
725,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Sissach,4450,814.72,25.46,1 Dec 2023,4
726,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Stans,6370,407.36,25.46,1 Dec 2023,2
727,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Schwyz,6438,407.36,25.46,1 Dec 2023,2
728,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Füllinsdorf,4414,814.72,25.46,1 Dec 2023,4
729,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 10:00-20.30 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Zürich,8001,4137.25,25.46,1 Dec 2023,25
730,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Mels,8879,814.72,25.46,1 Dec 2023,4
731,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Wallisellen,8304,814.72,25.46,1 Dec 2023,4
732,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Interlaken,3800,814.72,25.46,1 Dec 2023,4
733,Promoter/in (Berater/in),,,"Du liebst Kaffee, findest Nachhaltigkeit eine super Sache und magst unkomplizierte, regelmässige Einsätze, bei welchen du mit gutem Gewissen dahinterstehen kannst?

Wir suchen aktuell für Dezember noch motivierte und zuverlässige Degustant:Innen, welche jeweils Freitags und Samstags Einsätze durchführen wollen. 

Es gibt eine obligatorische Schulung, welch du individuell vor deinem ersten Einsatztag erledigen musst. Mehr Details erfährst du, sobald du eingestellt bist. 

Verpasse diese Chance nicht und melde dich an!",Promotion / Event,Basel,4053,814.72,25.46,1 Dec 2023,4
